2018-05-29 03:27:43,878 -------------- New training session ----------------
alpha: 1
batch_size: 2
cfg: unet_dice2_redo
criterion: cross_entropy_dice
data_dir: /home/thuyen/Data/brats17/Brats17TrainingData
dataset: SingleData
gpu: '1'
name: unet_dice2_redo
net: Unet
net_params:
  dropout: 0.3
  n: 16
  norm: gn
num_epochs: 300
opt: Adam
opt_params:
  amsgrad: true
  lr: 0.001
  weight_decay: 0.0001
resume: {}
root: /home/thuyen/Data/brats17/
sample_size: 25
save_freq: 50
schedule:
  150: null
  250: null
seed: 2001
start_iter: 0
sub_sample_size: 19
target_size: 9
test_data_dir: /home/thuyen/Data/brats17/Brats17ValidationData
test_transforms: Compose([ Pad((0, 0, 0, 5, 0)), NumpyType((np.float32, np.int64)),
  ])
train_dir: /home/thuyen/Data/brats17/src/ckpts
train_list: all.txt
train_transforms: Compose([ RandCrop(128), NumpyType((np.float32, np.int64)), ])
valid_freq: 50
workers: 8

2018-05-29 03:30:02,293 Iter 59, Epoch 0.4140, Loss 0.7163
2018-05-29 03:30:04,172 Iter 60, Epoch 0.4211, Loss 1.1264
2018-05-29 03:30:06,053 Iter 61, Epoch 0.4281, Loss 0.9044
2018-05-29 03:30:07,933 Iter 62, Epoch 0.4351, Loss 0.8650
2018-05-29 03:30:09,813 Iter 63, Epoch 0.4421, Loss 0.7791
2018-05-29 03:30:11,694 Iter 64, Epoch 0.4491, Loss 0.9307
2018-05-29 03:30:13,574 Iter 65, Epoch 0.4561, Loss 0.9112
2018-05-29 03:30:15,454 Iter 66, Epoch 0.4632, Loss 0.8896
2018-05-29 03:30:17,333 Iter 67, Epoch 0.4702, Loss 0.6752
2018-05-29 03:30:19,212 Iter 68, Epoch 0.4772, Loss 0.9163
2018-05-29 03:30:21,092 Iter 69, Epoch 0.4842, Loss 0.6624
2018-05-29 03:30:22,973 Iter 70, Epoch 0.4912, Loss 0.6532
2018-05-29 03:30:24,855 Iter 71, Epoch 0.4982, Loss 0.8009
2018-05-29 03:30:26,733 Iter 72, Epoch 0.5053, Loss 0.6543
2018-05-29 03:30:28,613 Iter 73, Epoch 0.5123, Loss 0.6905
2018-05-29 03:30:30,494 Iter 74, Epoch 0.5193, Loss 0.8715
2018-05-29 03:30:32,374 Iter 75, Epoch 0.5263, Loss 0.9051
2018-05-29 03:30:34,253 Iter 76, Epoch 0.5333, Loss 0.9476
2018-05-29 03:30:36,133 Iter 77, Epoch 0.5404, Loss 0.8191
2018-05-29 03:30:38,014 Iter 78, Epoch 0.5474, Loss 0.8117
2018-05-29 03:30:39,911 Iter 79, Epoch 0.5544, Loss 0.8601
2018-05-29 03:30:41,791 Iter 80, Epoch 0.5614, Loss 0.7806
2018-05-29 03:30:43,672 Iter 81, Epoch 0.5684, Loss 0.8600
2018-05-29 03:30:45,552 Iter 82, Epoch 0.5754, Loss 0.7579
2018-05-29 03:30:47,433 Iter 83, Epoch 0.5825, Loss 0.8155
2018-05-29 03:30:49,313 Iter 84, Epoch 0.5895, Loss 0.7957
2018-05-29 03:30:51,192 Iter 85, Epoch 0.5965, Loss 0.7906
2018-05-29 03:30:53,085 Iter 86, Epoch 0.6035, Loss 0.7401
2018-05-29 03:30:54,965 Iter 87, Epoch 0.6105, Loss 0.9047
2018-05-29 03:30:56,846 Iter 88, Epoch 0.6175, Loss 0.9477
2018-05-29 03:30:58,727 Iter 89, Epoch 0.6246, Loss 0.7160
2018-05-29 03:31:00,612 Iter 90, Epoch 0.6316, Loss 0.7449
2018-05-29 03:31:02,491 Iter 91, Epoch 0.6386, Loss 0.7617
2018-05-29 03:31:04,370 Iter 92, Epoch 0.6456, Loss 0.7642
2018-05-29 03:31:06,250 Iter 93, Epoch 0.6526, Loss 0.5922
2018-05-29 03:31:08,129 Iter 94, Epoch 0.6596, Loss 0.9977
2018-05-29 03:31:10,009 Iter 95, Epoch 0.6667, Loss 1.1921
2018-05-29 03:31:11,889 Iter 96, Epoch 0.6737, Loss 1.0031
2018-05-29 03:31:13,770 Iter 97, Epoch 0.6807, Loss 0.7816
2018-05-29 03:31:15,649 Iter 98, Epoch 0.6877, Loss 0.8111
2018-05-29 03:31:17,528 Iter 99, Epoch 0.6947, Loss 0.9647
2018-05-29 03:31:19,428 Iter 100, Epoch 0.7018, Loss 0.8814
2018-05-29 03:31:21,308 Iter 101, Epoch 0.7088, Loss 0.6570
2018-05-29 03:31:23,186 Iter 102, Epoch 0.7158, Loss 0.6823
2018-05-29 03:31:25,091 Iter 103, Epoch 0.7228, Loss 0.6831
2018-05-29 03:31:26,972 Iter 104, Epoch 0.7298, Loss 0.8322
2018-05-29 03:31:28,852 Iter 105, Epoch 0.7368, Loss 0.8832
